Overhead,Command,Shared Object,Symbol,Latex Tag
15.51,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
1.52,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
64.53,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
12.48,qemu-x86_64,qemu + kernel,Qemu,Qemu
5.83,perf_2.6.32-46,perf + kernel,Perf,Perf
