Overhead,Command,Shared Object,Symbol,Latex Tag
51.61,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
25.88,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
0.66,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
21.41,qemu-x86_64,qemu + kernel,Qemu,Qemu
0.02,perf_2.6.32-46,perf + kernel,Perf,Perf
