Overhead,Command,Shared Object,Symbol,Latex Tag
84.05,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
8.59,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
0,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
7.18,qemu-x86_64,qemu + kernel,Qemu,Qemu
0,perf_2.6.32-46,perf + kernel,Perf,Perf
