Overhead,Command,Shared Object,Symbol,Latex Tag
20.28,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
2.07,qemu-x86_64,7fa17b225d09,Mutex,Mutex
60.77,qemu-x86_64,7fa17b225d09,SoftFloat,SoftFloat
9.69,qemu-x86_64,qemu + kernel,Qemu,Qemu
7.08,perf_2.6.32-46,perf + kernel,Perf,Perf
