Overhead,Command,Shared Object,Symbol,Latex Tag
19.89,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
6.74,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
61.37,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
11.18,qemu-x86_64,qemu + kernel,Qemu,Qemu
0.59,perf_2.6.32-46,perf + kernel,Perf,Perf
