Overhead,Command,Shared Object,Symbol,Latex Tag
59.15,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
23.42,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
0,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
17.26,qemu-x86_64,qemu + kernel,Qemu,Qemu
0.01,perf_2.6.32-46,perf + kernel,Perf,Perf
