Overhead,Command,Shared Object,Symbol,Latex Tag
46.83,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Benchmark,Benchmark
27.85,qemu-x86_64,,Mutex,Mutex
3.68,qemu-x86_64,,SoftFloat,SoftFloat
21.49,qemu-x86_64,qemu + kernel,Qemu,Qemu
0,perf_2.6.32-46,perf + kernel,Perf,Perf
