Overhead,Command,Shared Object,Symbol,Latex Tag
81.91,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Benchmark,Benchmark
0.07,qemu-x86_64,,Mutex,Mutex
0.24,qemu-x86_64,,SoftFloat,SoftFloat
17.64,qemu-x86_64,qemu + kernel,Qemu,Qemu
0,perf_2.6.32-46,perf + kernel,Perf,Perf
