Overhead,Command,Shared Object,Symbol,Latex Tag
17.47,qemu-x86_64,7fee9f451d0d,Benchmark,Benchmark
0.7,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,Mutex,Mutex
61.02,qemu-x86_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86_64,SoftFloat,SoftFloat
13.12,qemu-x86_64,qemu + kernel,Qemu,Qemu
7.66,perf_2.6.32-46,perf + kernel,Perf,Perf
